alias_text	locale	normalized_alias	route_kind	target_code	priority	match_kind	is_blocked	source	comment
rca кабель тюльпаны	ru-RU	rca кабель тюльпаны	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:AUDIO_VIDEO_CABLE
кабель dp 1.4	ru-RU	кабель dp 1.4	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:AUDIO_VIDEO_CABLE
переходник type c hdmi	ru-RU	переходник type c hdmi	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER
адаптер lightning 3.5	ru-RU	адаптер lightning 3.5	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER
usb c to usb a adapter	ru-RU	usb c to usb a adapter	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER
apple digital av adapter	ru-RU	apple digital av adapter	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER
повербанк 10000 mah	ru-RU	повербанк 10000 mah	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
anker 737 power bank	ru-RU	anker 737 power bank	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
baseus blade 100w	ru-RU	baseus blade 100w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
xiaomi power bank 20000	ru-RU	xiaomi power bank 20000	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
внешний аккумулятор 30000	ru-RU	внешний аккумулятор 30000	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
портативная электростанция 500w	ru-RU	портативная электростанция 500w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:PORTABLE_POWER_STATION
зарядная станция для дома	ru-RU	зарядная станция для дома	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:PORTABLE_POWER_STATION
ибп 650va	ru-RU	ибп 650va	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
apc back ups 850	ru-RU	apc back ups 850	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
бесперебойник для компьютера	ru-RU	бесперебойник для компьютера	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
cyberpower ups 1500va	ru-RU	cyberpower ups 1500va	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
line interactive ups	ru-RU	line interactive ups	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
батарейки aa duracell	ru-RU	батарейки aa duracell	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
аккумуляторы aaa nimh	ru-RU	аккумуляторы aaa nimh	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
cr2032 батарейка	ru-RU	cr2032 батарейка	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
18650 аккумулятор	ru-RU	18650 аккумулятор	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
удлинитель с защитой от скачков	ru-RU	удлинитель с защитой от скачков	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SURGE_PROTECTOR
apc surge protector	ru-RU	apc surge protector	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SURGE_PROTECTOR
фильтр пилот 3м	ru-RU	фильтр пилот 3м	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SURGE_PROTECTOR
держатель кабеля на стол	ru-RU	держатель кабеля на стол	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CABLE_MANAGEMENT
короб для проводов	ru-RU	короб для проводов	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
липучки для кабелей	ru-RU	липучки для кабелей	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CABLE_MANAGEMENT
чехол iphone 13 magsafe	ru-RU	чехол iphone 13 magsafe	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CASE
защитное стекло iphone 15	ru-RU	защитное стекло iphone 15	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SCREEN_PROTECTOR
док станция thunderbolt	ru-RU	док станция thunderbolt	CATEGORY_LEAF	TECH.COMPUTER_ACCESSORIES	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:DOCKING_STATION
rj45 кабель 10 метров	ru-RU	rj45 кабель 10 метров	CATEGORY_LEAF	TECH.NETWORKING	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:NETWORK_ACCESSORY
патч корд cat6	ru-RU	патч корд cat6	CATEGORY_LEAF	TECH.NETWORKING	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:NETWORK_ACCESSORY
блок питания пк 750w	ru-RU	блок питания пк 750w	CATEGORY_LEAF	TECH.PC_COMPONENTS	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_SUPPLY
аккумулятор iphone 12	ru-RU	аккумулятор iphone 12	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:REPLACEMENT_PART
dash cam кабель питания	ru-RU	dash cam кабель питания	CATEGORY_LEAF	TECH.CAR_ELECTRONICS_GPS	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:DASH_CAM
power supply atx corsair	ru-RU	power supply atx corsair	CATEGORY_LEAF	TECH.PC_COMPONENTS	92	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_SUPPLY
зарядка для ноутбука usb c 100w	ru-RU	зарядка для ноутбука usb c 100w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WALL_CHARGER
gan charger 100w три порта	ru-RU	gan charger 100w три порта	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WALL_CHARGER
зарядка для macbook type c 96w	ru-RU	зарядка для macbook type c 96w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WALL_CHARGER
адаптер питания 65w pd	ru-RU	адаптер питания 65w pd	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WALL_CHARGER
зарядка 140w usb c pd	ru-RU	зарядка 140w usb c pd	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WALL_CHARGER
magsafe battery pack	ru-RU	magsafe battery pack	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
wireless charging stand qi2	ru-RU	wireless charging stand qi2	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WIRELESS_CHARGER
зарядная станция 3 в 1 iphone watch airpods	ru-RU	зарядная станция 3 в 1 iphone watch airpods	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:WIRELESS_CHARGER
автомобильная зарядка 100w pd	ru-RU	автомобильная зарядка 100w pd	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CAR_CHARGER
зарядка в прикуриватель 2 usb	ru-RU	зарядка в прикуриватель 2 usb	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CAR_CHARGER
кабель usb c 240w	ru-RU	кабель usb c 240w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:USB_CABLE
кабель usb c lightning mfi	ru-RU	кабель usb c lightning mfi	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:USB_CABLE
кабель thunderbolt 4 2m	ru-RU	кабель thunderbolt 4 2m	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:USB_CABLE
usb4 кабель 40gbps	ru-RU	usb4 кабель 40gbps	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:USB_CABLE
hdmi кабель 8k 2 метра	ru-RU	hdmi кабель 8k 2 метра	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:HDMI_CABLE
hdmi arc cable	ru-RU	hdmi arc cable	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:HDMI_CABLE
displayport 2.1 кабель	ru-RU	displayport 2.1 кабель	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:AUDIO_VIDEO_CABLE
кабель оптика toslink	ru-RU	кабель оптика toslink	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:AUDIO_VIDEO_CABLE
переходник usb c displayport	ru-RU	переходник usb c displayport	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER
переходник hdmi vga	ru-RU	переходник hdmi vga	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER
адаптер type c ethernet	ru-RU	адаптер type c ethernet	CATEGORY_LEAF	TECH.COMPUTER_ACCESSORIES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:ADAPTER_DONGLE
внешний аккумулятор 20000 mah 65w	ru-RU	внешний аккумулятор 20000 mah 65w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
повербанк magsafe 10000	ru-RU	повербанк magsafe 10000	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
power bank laptop 100w	ru-RU	power bank laptop 100w	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:POWER_BANK
ecoflow river 3 plus	ru-RU	ecoflow river 3 plus	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:PORTABLE_POWER_STATION
зарядная станция lifepo4	ru-RU	зарядная станция lifepo4	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:PORTABLE_POWER_STATION
портативная электростанция 1024wh	ru-RU	портативная электростанция 1024wh	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:PORTABLE_POWER_STATION
ибп для роутера 12v	ru-RU	ибп для роутера 12v	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
ups 1000va line interactive	ru-RU	ups 1000va line interactive	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
онлайн ибп 3000va	ru-RU	онлайн ибп 3000va	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:UPS
аккумуляторы 18650 li ion	ru-RU	аккумуляторы 18650 li ion	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
батарейка cr2025	ru-RU	батарейка cr2025	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
аккумуляторные батарейки aa зарядное	ru-RU	аккумуляторные батарейки aa зарядное	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:BATTERY
сетевой фильтр с usb c	ru-RU	сетевой фильтр с usb c	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SURGE_PROTECTOR
удлинитель пилот 5 метров	ru-RU	удлинитель пилот 5 метров	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SURGE_PROTECTOR
surge protector 8 outlets	ru-RU	surge protector 8 outlets	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:SURGE_PROTECTOR
короб для проводов под стол	ru-RU	короб для проводов под стол	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CABLE_MANAGEMENT
кабельные стяжки липучки	ru-RU	кабельные стяжки липучки	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CABLE_MANAGEMENT
держатель провода самоклеящийся	ru-RU	держатель провода самоклеящийся	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_public_category_pack_v1_0_RU; golden_query:CABLE_MANAGEMENT
удлинитель электрический	ru-RU	удлинитель электрический	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
электрический удлинитель	ru-RU	электрический удлинитель	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
удлинитель 3 метра	ru-RU	удлинитель 3 метра	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
удлинитель 5 метров	ru-RU	удлинитель 5 метров	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
пилот удлинитель	ru-RU	пилот удлинитель	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
сетевой фильтр пилот	ru-RU	сетевой фильтр пилот	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
удлинитель с usb	ru-RU	удлинитель с usb	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
сетевой фильтр с usb	ru-RU	сетевой фильтр с usb	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
power strip	ru-RU	power strip	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
extension cord	ru-RU	extension cord	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
многорозеточный удлинитель	ru-RU	многорозеточный удлинитель	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; SURGE_PROTECTOR
кабель канал	ru-RU	кабель канал	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
кабель-канал	ru-RU	кабель канал	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
кабельный канал	ru-RU	кабельный канал	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
лоток для кабелей	ru-RU	лоток для кабелей	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
кабельный лоток	ru-RU	кабельный лоток	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
гофра для кабеля	ru-RU	гофра для кабеля	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
оплетка для проводов	ru-RU	оплетка для проводов	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
спиральная оплетка	ru-RU	спиральная оплетка	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
кабельные клипсы	ru-RU	кабельные клипсы	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
клипсы для проводов	ru-RU	клипсы для проводов	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
держатель проводов	ru-RU	держатель проводов	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
короб для кабелей	ru-RU	короб для кабелей	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
органайзер зарядок	ru-RU	органайзер зарядок	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	90	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
cable sleeve	ru-RU	cable sleeve	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	85	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
cable clips	ru-RU	cable clips	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	85	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
cable tray	ru-RU	cable tray	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	85	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; CABLE_MANAGEMENT
сетевой адаптер питания	ru-RU	сетевой адаптер питания	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; WALL_CHARGER
блок питания для ноутбука	ru-RU	блок питания для ноутбука	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; WALL_CHARGER
зарядка для ноутбука	ru-RU	зарядка для ноутбука	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	100	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; WALL_CHARGER
зарядка macbook	ru-RU	зарядка macbook	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	95	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; WALL_CHARGER
сетевой фильтр pilot 5 розеток	ru-RU	сетевой фильтр pilot 5 розеток	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	94	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; golden_delta:SURGE_PROTECTOR
удлинитель электрический 3 метра	ru-RU	удлинитель электрический 3 метра	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	94	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; golden_delta:SURGE_PROTECTOR
удлинитель с usb c розетками	ru-RU	удлинитель с usb c розетками	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	94	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; golden_delta:SURGE_PROTECTOR
power strip 6 outlets eu	ru-RU	power strip 6 outlets eu	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	94	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; golden_delta:SURGE_PROTECTOR
apc surge protector 8 outlets	ru-RU	apc surge protector 8 outlets	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	94	EXACT	false	MANUAL	TECH_POWER_CHARGING_CABLES_route_publish_delta_pack_v1_1_RU; golden_delta:SURGE_PROTECTOR
