alias	brand	family	line	model	model_code	priority	source_policy
самс galaxy s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
samsung galaxy s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
самсунг galaxy s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
самсунг галакси s23 ultra	SAMSUNG	GALAXY_S	S23	Galaxy S23 Ultra	SAMSUNG_GALAXY_S23_ULTRA	90	generated_alias_delta_v1_1
a355g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
galaxya355g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
самс a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
Galaxy A35 5G	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
samsung a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
самсунг a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
самс galaxy a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
samsung galaxy a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
самсунг galaxy a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
самсунг галакси a35 5g	SAMSUNG	GALAXY_A	A35	Galaxy A35 5G	SAMSUNG_GALAXY_A35_5G	90	generated_alias_delta_v1_1
s24	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
galaxys24	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
самс s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
Galaxy S24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
samsung s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
самсунг s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
самс galaxy s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
samsung galaxy s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
самсунг galaxy s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
самсунг галакси s24+	SAMSUNG	GALAXY_S	S24	Galaxy S24+	SAMSUNG_GALAXY_S24_PLUS	90	generated_alias_delta_v1_1
zflip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
galaxyzflip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
самс z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
Galaxy Z Flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
samsung z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
самсунг z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
самс galaxy z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
samsung galaxy z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
самсунг galaxy z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
самсунг галакси z flip6	SAMSUNG	GALAXY_Z	Z_FLIP	Galaxy Z Flip6	SAMSUNG_GALAXY_Z_FLIP6	90	generated_alias_delta_v1_1
zfold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
galaxyzfold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
самс z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
Galaxy Z Fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
samsung z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
самсунг z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
самс galaxy z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
samsung galaxy z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
самсунг galaxy z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
самсунг галакси z fold6	SAMSUNG	GALAXY_Z	Z_FOLD	Galaxy Z Fold6	SAMSUNG_GALAXY_Z_FOLD6	90	generated_alias_delta_v1_1
a365g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
galaxya365g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
самс a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
Galaxy A36 5G	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
samsung a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
самсунг a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
самс galaxy a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
samsung galaxy a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
самсунг galaxy a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
самсунг галакси a36 5g	SAMSUNG	GALAXY_A	A36	Galaxy A36 5G	SAMSUNG_GALAXY_A36_5G	90	generated_alias_delta_v1_1
s25	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
galaxys25	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
самс s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
Galaxy S25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
samsung s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
самсунг s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
самс galaxy s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
samsung galaxy s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
самсунг galaxy s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
самсунг галакси s25+	SAMSUNG	GALAXY_S	S25	Galaxy S25+	SAMSUNG_GALAXY_S25_PLUS	90	generated_alias_delta_v1_1
x200pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
x200 pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
vivox200pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
vivo X200 Pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
виво x200 pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
vivo vivo x200 pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
виво vivo x200 pro	VIVO	VIVO_X	X200	vivo X200 Pro	VIVO_VIVO_X200_PRO	90	generated_alias_delta_v1_1
14ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
ми 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
xiaomi14ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
сяоми 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
Xiaomi 14 Ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
ксяоми 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
ми xiaomi 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
сяоми xiaomi 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
xiaomi xiaomi 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
ксяоми xiaomi 14 ultra	XIAOMI	XIAOMI_NUMBER	14	Xiaomi 14 Ultra	XIAOMI_XIAOMI_14_ULTRA	90	generated_alias_delta_v1_1
14tpro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
ми 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
xiaomi14tpro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
сяоми 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
Xiaomi 14T Pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
ксяоми 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
ми xiaomi 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
сяоми xiaomi 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
xiaomi xiaomi 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
ксяоми xiaomi 14t pro	XIAOMI	XIAOMI_T	14T	Xiaomi 14T Pro	XIAOMI_XIAOMI_14T_PRO	90	generated_alias_delta_v1_1
15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
ми 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
xiaomi15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
сяоми 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
Xiaomi 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
ксяоми 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
ми xiaomi 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
сяоми xiaomi 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
xiaomi xiaomi 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
ксяоми xiaomi 15	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15	XIAOMI_XIAOMI_15	90	generated_alias_delta_v1_1
15ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
ми 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
xiaomi15ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
сяоми 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
Xiaomi 15 Ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
ксяоми 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
ми xiaomi 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
сяоми xiaomi 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
xiaomi xiaomi 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
ксяоми xiaomi 15 ultra	XIAOMI	XIAOMI_NUMBER	15	Xiaomi 15 Ultra	XIAOMI_XIAOMI_15_ULTRA	90	generated_alias_delta_v1_1
11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
аппл 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
эппл 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
apple 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
iphone11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
айфон 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
iPhone 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
аппл iphone 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
эппл iphone 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
apple iphone 11	APPLE	IPHONE	11	iPhone 11	APPLE_IPHONE_11	75	generated_alias_delta_v1_1
12pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
айфон 12	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
iphone 12	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
iphone12pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
аппл 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
эппл 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
apple 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
айфон 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
iPhone 12 Pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
аппл iphone 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
эппл iphone 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
apple iphone 12 pro	APPLE	IPHONE	12	iPhone 12 Pro	APPLE_IPHONE_12_PRO	75	generated_alias_delta_v1_1
12promax	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
айфон 12	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
iphone 12	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
iphone12promax	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
аппл 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
эппл 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
apple 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
iphone 12 promax	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
айфон 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
iPhone 12 Pro Max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
аппл iphone 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
эппл iphone 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
apple iphone 12 pro max	APPLE	IPHONE	12	iPhone 12 Pro Max	APPLE_IPHONE_12_PRO_MAX	75	generated_alias_delta_v1_1
13mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
айфон 13	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
iphone 13	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
iphone13mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
аппл 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
эппл 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
apple 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
айфон 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
iPhone 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
аппл iphone 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
эппл iphone 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
apple iphone 13 mini	APPLE	IPHONE	13	iPhone 13 mini	APPLE_IPHONE_13_MINI	75	generated_alias_delta_v1_1
14plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
айфон 14	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
iphone 14	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
iphone14plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
аппл 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
эппл 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
apple 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
айфон 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
iPhone 14 Plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
аппл iphone 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
эппл iphone 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
apple iphone 14 plus	APPLE	IPHONE	14	iPhone 14 Plus	APPLE_IPHONE_14_PLUS	75	generated_alias_delta_v1_1
айфон 3	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
iphone 3	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
айфон se	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
se3rdgeneration	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
3 rd generation)	APPLE	IPHONE	SE	iPhone SE (3rd generation)	APPLE_IPHONE_SE_3RD_GENERATION	75	generated_alias_delta_v1_1
